,Carbon Dioxide time start,Carbon Dioxide time end,Carbon Dioxide,Carbon Monoxide time start,Carbon Monoxide time end,Carbon Monoxide,Nitrogen Dioxide time start,Nitrogen Dioxide time end,Nitrogen Dioxide,PM25 time start,PM25 time end,PM25
0,2024-09-19 12:41:14,2024-09-19 12:45:14,694.1761322,2024-09-19 12:41:37,2024-09-19 12:45:37,1.179734856,2024-09-19 12:41:14,2024-09-19 12:45:14,11.2625,2024-09-19 12:41:14,2024-09-19 12:45:14,0.6879033595
1,2024-09-19 12:45:14,2024-09-19 12:55:15,696.61390992,2024-09-19 12:45:37,2024-09-19 12:55:37,1.1814387200999998,2024-09-19 12:45:14,2024-09-19 12:55:15,11.062000000000001,2024-09-19 12:45:14,2024-09-19 12:55:15,0.6718853892
2,2024-09-19 13:09:15,2024-09-19 13:50:15,584.0942621024391,2024-09-19 13:09:37,2024-09-19 13:50:37,1.1865548767804877,2024-09-19 13:09:15,2024-09-19 13:50:15,10.381707317073172,2024-09-19 13:09:15,2024-09-19 13:50:15,0.6139498127317073
3,2024-09-19 13:56:15,2024-09-19 14:11:15,704.7762817400001,2024-09-19 13:56:37,2024-09-19 14:11:37,1.1903018315333334,2024-09-19 13:56:15,2024-09-19 14:11:15,10.722,2024-09-19 13:56:15,2024-09-19 14:11:15,0.7038237810666667
4,2024-09-19 14:15:15,2024-09-19 14:30:15,638.1600016266668,2024-09-19 14:15:37,2024-09-19 14:30:37,1.1920422395333337,2024-09-19 14:15:15,2024-09-19 14:30:15,11.043333333333331,2024-09-19 14:15:15,2024-09-19 14:30:15,0.9458606521999999
5,2024-09-19 13:34:15,2024-09-19 14:50:15,630.5178760736842,2024-09-19 13:34:37,2024-09-19 14:50:37,1.1908556159868422,2024-09-19 13:34:15,2024-09-19 14:50:15,11.567894736842105,2024-09-19 13:34:15,2024-09-19 14:50:15,1.265881274118421
6,2024-09-19 14:54:15,2024-09-19 15:09:16,651.6382925857142,2024-09-19 14:54:37,2024-09-19 15:09:37,1.1950127363333332,2024-09-19 14:54:15,2024-09-19 15:09:16,15.852857142857143,2024-09-19 14:54:15,2024-09-19 15:09:16,4.163381678571428
7,2024-09-19 15:55:16,2024-09-19 16:10:16,715.1600219733332,2024-09-19 15:55:37,2024-09-19 16:10:37,1.2907325029333334,2024-09-19 15:55:16,2024-09-19 16:10:16,26.048000000000002,2024-09-19 15:55:16,2024-09-19 16:10:16,6.756233787666668
8,2024-09-19 16:11:16,2024-09-19 16:29:16,689.362386061111,2024-09-19 16:11:37,2024-09-19 16:29:37,1.3213226993333334,2024-09-19 16:11:16,2024-09-19 16:29:16,37.02722222222222,2024-09-19 16:11:16,2024-09-19 16:29:16,7.930423895722222
9,2024-09-19 16:51:16,2024-09-19 17:08:16,677.4857895823529,2024-09-19 16:51:37,2024-09-19 17:08:37,1.335106393882353,2024-09-19 16:51:16,2024-09-19 17:08:16,28.691176470588236,2024-09-19 16:51:16,2024-09-19 17:08:16,8.341079178941175
10,2024-09-19 16:31:16,2024-09-19 16:49:16,683.1960720444443,2024-09-19 16:31:37,2024-09-19 16:49:37,1.3333250085555557,2024-09-19 16:31:16,2024-09-19 16:49:16,25.577777777777776,2024-09-19 16:31:16,2024-09-19 16:49:16,7.706929816055555
